0;13.5628941950619;_a4_;{'d0': {'_a4_': 0.4899762030460544, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 4.816684445098421};27.1257883901237;0.0
93;-30.4799541458395;sin((x / _a1_));{'d0': {'_a1_': 0.679556413123908, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.7335038058792254};-85.7947101897108;12.41740094901592
94;-21.2961549117871;sqrt((y / (_a3_ / y)));{'d0': {'_a3_': 0.5973309859865594, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;16.9773775850696
95;-21.2961549117871;sqrt((y / (_a3_ / y)));{'d0': {'_a3_': 0.5973309859865594, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;16.9773775850696
96;-21.2961549117871;sqrt((y / (_a3_ / y)));{'d0': {'_a3_': 0.5973309859865594, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;16.9773775850696
97;-21.2961549117871;sqrt((y / (_a3_ / y)));{'d0': {'_a3_': 0.5973309859865594, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;16.9773775850696
98;-21.2961549117871;sqrt((y / (_a3_ / y)));{'d0': {'_a3_': 0.5973309859865594, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;16.9773775850696
99;-21.2961549117871;sqrt((y / (_a3_ / y)));{'d0': {'_a3_': 0.5973309859865594, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;16.9773775850696
100;-21.2961549117871;sqrt((y / (_a3_ / y)));{'d0': {'_a3_': 0.5973309859865594, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;16.9773775850696
101;-21.2961549117871;sqrt((y / (_a3_ / y)));{'d0': {'_a3_': 0.5973309859865594, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;16.9773775850696
102;-25.4021931325880;(y + (_a5_ * _a5_));{'d0': {'_a5_': 0.3481755350684347, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.9214137860426693};-72.1101244962180;10.652869115521
103;-25.4021931325880;(y + (_a5_ * _a5_));{'d0': {'_a5_': 0.3481755350684347, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.9214137860426693};-72.1101244962180;10.652869115521
104;-25.4021931325880;(y + (_a5_ * _a5_));{'d0': {'_a5_': 0.3481755350684347, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.9214137860426693};-72.1101244962180;10.652869115521
105;-25.4021931325880;(y + (_a5_ * _a5_));{'d0': {'_a5_': 0.3481755350684347, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.9214137860426693};-72.1101244962180;10.652869115521
106;-30.1344611990790;(y + _a7_);{'d0': {'_a7_': 0.12122620304525034, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.9214137860426692};-72.1101244962181;5.92060104903
107;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
108;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
109;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
110;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
111;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
112;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
113;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
114;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
115;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
116;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
117;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
118;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
119;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
120;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
121;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
122;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
123;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
124;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
125;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
126;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
127;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
128;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
129;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
130;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
131;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
132;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
133;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
134;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
135;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
136;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
137;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
138;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
139;-22.8726925211640;-(((x / _a4_) + x));{'d0': {'_a4_': -0.4359434567584101, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;15.400839975692788
140;-22.8726925211640;-(((x / _a4_) + x));{'d0': {'_a4_': -0.4359434567584101, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;15.400839975692788
141;-22.8726925211639;-(((x / _a4_) + y));{'d0': {'_a4_': -0.4359434567374436, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663758};-76.5470649937135;15.400839975692788
142;-22.8726925211639;-(((x / _a4_) + y));{'d0': {'_a4_': -0.4359434567374436, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663758};-76.5470649937135;15.400839975692788
143;-22.8726925211639;-(((y / _a4_) + y));{'d0': {'_a4_': -0.4359434567374436, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663758};-76.5470649937135;15.400839975692788
144;-22.8726925211639;-(((y / _a4_) + y));{'d0': {'_a4_': -0.4359434567374436, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663758};-76.5470649937135;15.400839975692788
145;-22.8726925211639;-(((y / _a4_) + y));{'d0': {'_a4_': -0.4359434567374436, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663758};-76.5470649937135;15.400839975692788
146;-22.8726925211639;-(((y / _a4_) + y));{'d0': {'_a4_': -0.4359434567374436, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.8557345356663758};-76.5470649937135;15.400839975692788
147;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
148;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
149;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
150;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
151;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
152;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
153;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
154;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
155;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
156;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
157;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
158;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
159;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
160;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
161;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
162;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
163;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
164;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
165;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
166;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
167;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
168;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
169;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
170;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
171;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
172;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
173;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
174;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
175;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
176;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
177;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
178;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
179;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
180;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
181;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
182;-33.5412644303657;(y * _a7_);{'d0': {'_a7_': 1.2938754659806828, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0}};{'d0': 0.8557345356663757};-76.5470649937135;4.732268066491001
