0;-24.4729364497409;x;{'d0': {'_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.4513060446144521};-48.9458728994819;0.0
91;-34.3093892434761;sin((x / _a0_));{'d0': {'_a0_': 0.707559743598428, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;12.417400949015919
92;-34.3093892434761;sin((x / _a0_));{'d0': {'_a0_': 0.707559743598428, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;12.417400949015919
93;-34.3093892434761;sin((x / _a0_));{'d0': {'_a0_': 0.707559743598428, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;12.417400949015919
94;-34.3093892434761;sin((x / _a0_));{'d0': {'_a0_': 0.707559743598428, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;12.417400949015919
95;-34.3093892434761;sin((x / _a0_));{'d0': {'_a0_': 0.707559743598428, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;12.417400949015919
96;-34.3093892434761;sin((x / _a0_));{'d0': {'_a0_': 0.707559743598428, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;12.417400949015919
97;-34.3093892434761;sin((x / _a0_));{'d0': {'_a0_': 0.707559743598428, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;12.417400949015919
98;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
99;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
100;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
101;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
102;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
103;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
104;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
105;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
106;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
107;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
108;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
109;-26.1191001358905;tan(x);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
110;-26.1191001358905;tan(x);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
111;-26.1191001358905;tan(x);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
112;-26.1191001358905;tan(x);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
113;-26.1191001358905;tan(x);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
114;-26.1191001358905;tan(x);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
115;-26.1191001358905;tan(x);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
116;-28.5269328590921;(sin((x * _a0_)) * _a1_);{'d0': {'_a0_': 1.4298714171879987, '_a1_': 0.9908463189841731, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6455747668046307};-89.3618709220193;16.15400260191752
117;-28.5269328590921;(sin((x * _a0_)) * _a1_);{'d0': {'_a0_': 1.4298714171879987, '_a1_': 0.9908463189841731, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6455747668046307};-89.3618709220193;16.15400260191752
118;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
119;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
120;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
121;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
122;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
123;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
124;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
125;-26.1191001358905;tan(y);{'d0': {'_a1_': 1.0, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.017842369565316};-70.2326014135751;8.997200570897
126;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
127;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
128;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
129;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
130;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
131;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
132;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
133;-35.3774129433875;sin((x * _a0_));{'d0': {'_a0_': 1.4133082163453397, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870474};-93.4535803849841;11.349377249104519
134;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
135;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
136;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
137;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
138;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
139;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
140;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
141;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
142;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
143;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
144;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
145;-31.9903557691564;((_a4_ + x) * _a1_);{'d0': {'_a1_': 1.2392911283570445, '_a4_': 0.009447257157750506, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;10.652869115521
146;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
147;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
148;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
149;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
150;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
151;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
152;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
153;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
154;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
155;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
156;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
157;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
158;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
159;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
160;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
161;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
162;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
163;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
164;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
165;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
166;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
167;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
168;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
169;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
170;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
171;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
172;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
173;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
174;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
175;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
176;-39.8667437686608;(y * _a1_);{'d0': {'_a1_': 1.2629037038341768, '_a0_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6930560629825174};-89.1980236703035;4.732268066491
177;-35.3774129433875;sin((y * _a0_));{'d0': {'_a0_': 1.4133082180744425, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870473};-93.4535803849841;11.349377249104519
178;-35.3774129433875;sin((y * _a0_));{'d0': {'_a0_': 1.4133082180744425, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870473};-93.4535803849841;11.349377249104519
179;-35.3774129433875;sin((y * _a0_));{'d0': {'_a0_': 1.4133082180744425, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870473};-93.4535803849841;11.349377249104519
180;-35.3774129433875;sin((y * _a0_));{'d0': {'_a0_': 1.4133082180744425, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870473};-93.4535803849841;11.349377249104519
181;-35.3774129433875;sin((y * _a0_));{'d0': {'_a0_': 1.4133082180744425, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870473};-93.4535803849841;11.349377249104519
182;-35.3774129433875;sin((y * _a0_));{'d0': {'_a0_': 1.4133082180744425, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6456031199870473};-93.4535803849841;11.349377249104519
